"AGE","GEO","UNIT","TIME","SEX","Value","Flag and Footnotes"
"4 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","515",""
"4 years","Medimurska zupanija","Number","2011","Total","1,163",""
"4 years","Medimurska zupanija","Number","2011","Males","616",""
"4 years","Medimurska zupanija","Number","2011","Females","547",""
"4 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,191",""
"4 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","595",""
"4 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","596",""
"4 years","Viroviticko-podravska zupanija","Number","2011","Total","801",""
"4 years","Viroviticko-podravska zupanija","Number","2011","Males","423",""
"4 years","Viroviticko-podravska zupanija","Number","2011","Females","378",""
"4 years","Pozesko-slavonska zupanija","Number","2011","Total","761",""
"4 years","Pozesko-slavonska zupanija","Number","2011","Males","426",""
"4 years","Pozesko-slavonska zupanija","Number","2011","Females","335",""
"4 years","Brodsko-posavska zupanija","Number","2011","Total","1,600",""
"4 years","Brodsko-posavska zupanija","Number","2011","Males","842",""
"4 years","Brodsko-posavska zupanija","Number","2011","Females","758",""
"4 years","Osjecko-baranjska zupanija","Number","2011","Total","2,878",""
"4 years","Osjecko-baranjska zupanija","Number","2011","Males","1,481",""
"4 years","Osjecko-baranjska zupanija","Number","2011","Females","1,397",""
"4 years","Vukovarsko-srijemska zupanija","Number","2011","Total","1,853",""
"4 years","Vukovarsko-srijemska zupanija","Number","2011","Males","958",""
"4 years","Vukovarsko-srijemska zupanija","Number","2011","Females","895",""
"4 years","Karlovacka zupanija","Number","2011","Total","1,127",""
"4 years","Karlovacka zupanija","Number","2011","Males","562",""
"4 years","Karlovacka zupanija","Number","2011","Females","565",""
"4 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,483",""
"4 years","Sisacko-moslavacka zupanija","Number","2011","Males","754",""
"4 years","Sisacko-moslavacka zupanija","Number","2011","Females","729",""
"Less than 5 years","Croatia","Number","2011","Total","212,709",""
"Less than 5 years","Croatia","Number","2011","Males","109,251",""
"Less than 5 years","Croatia","Number","2011","Females","103,458",""
"Less than 5 years","Hrvatska","Number","2011","Total","212,709",""
"Less than 5 years","Hrvatska","Number","2011","Males","109,251",""
"Less than 5 years","Hrvatska","Number","2011","Females","103,458",""
"Less than 5 years","Jadranska Hrvatska","Number","2011","Total","68,542",""
"Less than 5 years","Jadranska Hrvatska","Number","2011","Males","35,137",""
"Less than 5 years","Jadranska Hrvatska","Number","2011","Females","33,405",""
"Less than 5 years","Primorsko-goranska zupanija","Number","2011","Total","12,518",""
"Less than 5 years","Primorsko-goranska zupanija","Number","2011","Males","6,394",""
"Less than 5 years","Primorsko-goranska zupanija","Number","2011","Females","6,124",""
"Less than 5 years","Licko-senjska zupanija","Number","2011","Total","2,016",""
"Less than 5 years","Licko-senjska zupanija","Number","2011","Males","1,045",""
"Less than 5 years","Licko-senjska zupanija","Number","2011","Females","971",""
"Less than 5 years","Zadarska zupanija","Number","2011","Total","8,736",""
"Less than 5 years","Zadarska zupanija","Number","2011","Males","4,474",""
"Less than 5 years","Zadarska zupanija","Number","2011","Females","4,262",""
"Less than 5 years","Sibensko-kninska zupanija","Number","2011","Total","4,708",""
"Less than 5 years","Sibensko-kninska zupanija","Number","2011","Males","2,422",""
"Less than 5 years","Sibensko-kninska zupanija","Number","2011","Females","2,286",""
"Less than 5 years","Splitsko-dalmatinska zupanija","Number","2011","Total","24,038",""
"Less than 5 years","Splitsko-dalmatinska zupanija","Number","2011","Males","12,282",""
"Less than 5 years","Splitsko-dalmatinska zupanija","Number","2011","Females","11,756",""
"Less than 5 years","Istarska zupanija","Number","2011","Total","9,866",""
"Less than 5 years","Istarska zupanija","Number","2011","Males","5,101",""
"Less than 5 years","Istarska zupanija","Number","2011","Females","4,765",""
"Less than 5 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","6,660",""
"Less than 5 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","3,419",""
"Less than 5 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","3,241",""
"Less than 5 years","Kontinentalna Hrvatska","Number","2011","Total","144,167",""
"Less than 5 years","Kontinentalna Hrvatska","Number","2011","Males","74,114",""
"Less than 5 years","Kontinentalna Hrvatska","Number","2011","Females","70,053",""
"Less than 5 years","Grad Zagreb","Number","2011","Total","41,093",""
"Less than 5 years","Grad Zagreb","Number","2011","Males","21,026",""
"Less than 5 years","Grad Zagreb","Number","2011","Females","20,067",""
"Less than 5 years","Zagrebacka zupanija","Number","2011","Total","17,039",""
"Less than 5 years","Zagrebacka zupanija","Number","2011","Males","8,725",""
"Less than 5 years","Zagrebacka zupanija","Number","2011","Females","8,314",""
"Less than 5 years","Krapinsko-zagorska zupanija","Number","2011","Total","6,231",""
"Less than 5 years","Krapinsko-zagorska zupanija","Number","2011","Males","3,208",""
"Less than 5 years","Krapinsko-zagorska zupanija","Number","2011","Females","3,023",""
"Less than 5 years","Varazdinska zupanija","Number","2011","Total","8,597",""
"Less than 5 years","Varazdinska zupanija","Number","2011","Males","4,426",""
"Less than 5 years","Varazdinska zupanija","Number","2011","Females","4,171",""
"Less than 5 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","5,767",""
"Less than 5 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","3,096",""
"Less than 5 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","2,671",""
"Less than 5 years","Medimurska zupanija","Number","2011","Total","6,244",""
"Less than 5 years","Medimurska zupanija","Number","2011","Males","3,236",""
"Less than 5 years","Medimurska zupanija","Number","2011","Females","3,008",""
"Less than 5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","5,903",""
"Less than 5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","3,067",""
"Less than 5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","2,836",""
"Less than 5 years","Viroviticko-podravska zupanija","Number","2011","Total","4,137",""
"Less than 5 years","Viroviticko-podravska zupanija","Number","2011","Males","2,159",""
"Less than 5 years","Viroviticko-podravska zupanija","Number","2011","Females","1,978",""
"Less than 5 years","Pozesko-slavonska zupanija","Number","2011","Total","3,936",""
"Less than 5 years","Pozesko-slavonska zupanija","Number","2011","Males","2,080",""
"Less than 5 years","Pozesko-slavonska zupanija","Number","2011","Females","1,856",""
"Less than 5 years","Brodsko-posavska zupanija","Number","2011","Total","8,130",""
"Less than 5 years","Brodsko-posavska zupanija","Number","2011","Males","4,246",""
"Less than 5 years","Brodsko-posavska zupanija","Number","2011","Females","3,884",""
"Less than 5 years","Osjecko-baranjska zupanija","Number","2011","Total","14,497",""
"Less than 5 years","Osjecko-baranjska zupanija","Number","2011","Males","7,344",""
"Less than 5 years","Osjecko-baranjska zupanija","Number","2011","Females","7,153",""
"Less than 5 years","Vukovarsko-srijemska zupanija","Number","2011","Total","9,300",""
"Less than 5 years","Vukovarsko-srijemska zupanija","Number","2011","Males","4,763",""
"Less than 5 years","Vukovarsko-srijemska zupanija","Number","2011","Females","4,537",""
"Less than 5 years","Karlovacka zupanija","Number","2011","Total","5,629",""
"Less than 5 years","Karlovacka zupanija","Number","2011","Males","2,853",""
"Less than 5 years","Karlovacka zupanija","Number","2011","Females","2,776",""
"Less than 5 years","Sisacko-moslavacka zupanija","Number","2011","Total","7,664",""
"Less than 5 years","Sisacko-moslavacka zupanija","Number","2011","Males","3,885",""
"Less than 5 years","Sisacko-moslavacka zupanija","Number","2011","Females","3,779",""
"5 years","Croatia","Number","2011","Total","41,885",""
"5 years","Croatia","Number","2011","Males","21,462",""
"5 years","Croatia","Number","2011","Females","20,423",""
"5 years","Hrvatska","Number","2011","Total","41,885",""
"5 years","Hrvatska","Number","2011","Males","21,462",""
"5 years","Hrvatska","Number","2011","Females","20,423",""
"5 years","Jadranska Hrvatska","Number","2011","Total","13,443",""
"5 years","Jadranska Hrvatska","Number","2011","Males","6,903",""
"5 years","Jadranska Hrvatska","Number","2011","Females","6,540",""
"5 years","Primorsko-goranska zupanija","Number","2011","Total","2,436",""
"5 years","Primorsko-goranska zupanija","Number","2011","Males","1,310",""
"5 years","Primorsko-goranska zupanija","Number","2011","Females","1,126",""
"5 years","Licko-senjska zupanija","Number","2011","Total","455",""
"5 years","Licko-senjska zupanija","Number","2011","Males","220",""
"5 years","Licko-senjska zupanija","Number","2011","Females","235",""
"5 years","Zadarska zupanija","Number","2011","Total","1,780",""
"5 years","Zadarska zupanija","Number","2011","Males","912",""
"5 years","Zadarska zupanija","Number","2011","Females","868",""
"5 years","Sibensko-kninska zupanija","Number","2011","Total","943",""
"5 years","Sibensko-kninska zupanija","Number","2011","Males","459",""
"5 years","Sibensko-kninska zupanija","Number","2011","Females","484",""
"5 years","Splitsko-dalmatinska zupanija","Number","2011","Total","4,741",""
"5 years","Splitsko-dalmatinska zupanija","Number","2011","Males","2,384",""
"5 years","Splitsko-dalmatinska zupanija","Number","2011","Females","2,357",""
"5 years","Istarska zupanija","Number","2011","Total","1,853",""
"5 years","Istarska zupanija","Number","2011","Males","972",""
"5 years","Istarska zupanija","Number","2011","Females","881",""
"5 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,235",""
"5 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","646",""
"5 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","589",""
"5 years","Kontinentalna Hrvatska","Number","2011","Total","28,442",""
"5 years","Kontinentalna Hrvatska","Number","2011","Males","14,559",""
"5 years","Kontinentalna Hrvatska","Number","2011","Females","13,883",""
"5 years","Grad Zagreb","Number","2011","Total","7,511",""
"5 years","Grad Zagreb","Number","2011","Males","3,842",""
"5 years","Grad Zagreb","Number","2011","Females","3,669",""
"5 years","Zagrebacka zupanija","Number","2011","Total","3,348",""
"5 years","Zagrebacka zupanija","Number","2011","Males","1,713",""
"5 years","Zagrebacka zupanija","Number","2011","Females","1,635",""
"5 years","Krapinsko-zagorska zupanija","Number","2011","Total","1,186",""
"5 years","Krapinsko-zagorska zupanija","Number","2011","Males","602",""
"5 years","Krapinsko-zagorska zupanija","Number","2011","Females","584",""
"5 years","Varazdinska zupanija","Number","2011","Total","1,813",""
"5 years","Varazdinska zupanija","Number","2011","Males","908",""
"5 years","Varazdinska zupanija","Number","2011","Females","905",""
"5 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,195",""
"5 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","617",""
"5 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","578",""
"5 years","Medimurska zupanija","Number","2011","Total","1,234",""
"5 years","Medimurska zupanija","Number","2011","Males","615",""
"5 years","Medimurska zupanija","Number","2011","Females","619",""
"5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,194",""
"5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","621",""
"5 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","573",""
"5 years","Viroviticko-podravska zupanija","Number","2011","Total","840",""
"5 years","Viroviticko-podravska zupanija","Number","2011","Males","448",""
"5 years","Viroviticko-podravska zupanija","Number","2011","Females","392",""
"5 years","Pozesko-slavonska zupanija","Number","2011","Total","805",""
"5 years","Pozesko-slavonska zupanija","Number","2011","Males","430",""
"5 years","Pozesko-slavonska zupanija","Number","2011","Females","375",""
"5 years","Brodsko-posavska zupanija","Number","2011","Total","1,698",""
"5 years","Brodsko-posavska zupanija","Number","2011","Males","897",""
"5 years","Brodsko-posavska zupanija","Number","2011","Females","801",""
"5 years","Osjecko-baranjska zupanija","Number","2011","Total","2,975",""
"5 years","Osjecko-baranjska zupanija","Number","2011","Males","1,514",""
"5 years","Osjecko-baranjska zupanija","Number","2011","Females","1,461",""
"5 years","Vukovarsko-srijemska zupanija","Number","2011","Total","1,952",""
"5 years","Vukovarsko-srijemska zupanija","Number","2011","Males","977",""
"5 years","Vukovarsko-srijemska zupanija","Number","2011","Females","975",""
"5 years","Karlovacka zupanija","Number","2011","Total","1,090",""
"5 years","Karlovacka zupanija","Number","2011","Males","556",""
"5 years","Karlovacka zupanija","Number","2011","Females","534",""
"5 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,601",""
"5 years","Sisacko-moslavacka zupanija","Number","2011","Males","819",""
"5 years","Sisacko-moslavacka zupanija","Number","2011","Females","782",""
"From 5 to 9 years","Croatia","Number","2011","Total","204,317",""
"From 5 to 9 years","Croatia","Number","2011","Males","104,841",""
"From 5 to 9 years","Croatia","Number","2011","Females","99,476",""
"From 5 to 9 years","Hrvatska","Number","2011","Total","204,317",""
"From 5 to 9 years","Hrvatska","Number","2011","Males","104,841",""
"From 5 to 9 years","Hrvatska","Number","2011","Females","99,476",""
"From 5 to 9 years","Jadranska Hrvatska","Number","2011","Total","65,427",""
"From 5 to 9 years","Jadranska Hrvatska","Number","2011","Males","33,603",""
"From 5 to 9 years","Jadranska Hrvatska","Number","2011","Females","31,824",""
"From 5 to 9 years","Primorsko-goranska zupanija","Number","2011","Total","11,761",""
"From 5 to 9 years","Primorsko-goranska zupanija","Number","2011","Males","6,043",""
"From 5 to 9 years","Primorsko-goranska zupanija","Number","2011","Females","5,718",""
"From 5 to 9 years","Licko-senjska zupanija","Number","2011","Total","2,198",""
"From 5 to 9 years","Licko-senjska zupanija","Number","2011","Males","1,133",""
"From 5 to 9 years","Licko-senjska zupanija","Number","2011","Females","1,065",""
"From 5 to 9 years","Zadarska zupanija","Number","2011","Total","8,342",""
"From 5 to 9 years","Zadarska zupanija","Number","2011","Males","4,224",""
